head,relation,tail
泥河,包含意象,"['水鸟', '风帆', '太行', '河床', '露珠', '泥沙', '水库', '水坝', '泥河', '人造湖泊']"
泥河,核心情感,"['沉郁忧思', '蓄势待发']"
泥河,风格标签,"['描绘性', '工业意象', '复沓节奏']"
泥河,歌曲主题,['社会议题']
万能青年旅店,演唱,泥河
在这颗行星所有的酒馆,包含意象,"['猛虎', '酒馆', '坦克', '灯火']"
在这颗行星所有的酒馆,核心情感,"['惶惑', '疏离']"
在这颗行星所有的酒馆,风格标签,"['超现实意象', '社会隐喻', '凝练批判']"
在这颗行星所有的酒馆,歌曲主题,['社会批判']
万能青年旅店,演唱,在这颗行星所有的酒馆
揪心的玩笑和漫长的白日梦,包含意象,"['利刃', '山川湖海', '云端', '鸟群']"
揪心的玩笑和漫长的白日梦,核心情感,"['迷惘', '挣扎']"
揪心的玩笑和漫长的白日梦,风格标签,"['诗化象征', '哲学思辨']"
揪心的玩笑和漫长的白日梦,歌曲主题,['人生哲思']
万能青年旅店,演唱,揪心的玩笑和漫长的白日梦
郊眠寺,包含意象,"['电子荒原', '电缆', '月光熔铁星', '渤海地产', '太行水泥', '阶级电梯', '循环追捕令', '西郊有密林']"
郊眠寺,核心情感,"['荒诞焦虑', '冷峻疏离']"
郊眠寺,风格标签,"['工业意象拼贴', '社会寓言诗']"
郊眠寺,歌曲主题,['社会批判']
万能青年旅店,演唱,郊眠寺
无状态,包含意象,"['电影', '彩排', '客串', '眼泪']"
无状态,核心情感,"['疏离淡漠', '冷峻自持']"
无状态,风格标签,"['矛盾修辞', '极简主义']"
无状态,歌曲主题,['自我探寻']
张悬,演唱,无状态
信任的样子,包含意象,[]
信任的样子,核心情感,"['疏离的审视', '矛盾的坦然']"
信任的样子,风格标签,"['诗意抽象', '矛盾修辞']"
信任的样子,歌曲主题,['哲理思辨']
张悬,演唱,信任的样子
Live酒馆300秒,包含意象,"['酒馆', '成品']"
Live酒馆300秒,核心情感,"['矛盾释然', '自嘲轻松']"
Live酒馆300秒,风格标签,"['复沓对仗', '口语独白']"
Live酒馆300秒,歌曲主题,['自我表达']
张悬,演唱,Live酒馆300秒
日子,包含意象,"['神', '歌']"
日子,核心情感,"['沉郁顿悟', '温柔坚定']"
日子,风格标签,"['思辨哲思', '诗意抽象']"
日子,歌曲主题,['存在哲思']
张悬,演唱,日子
宝贝,包含意象,[]
宝贝,核心情感,"['温柔期许', '恬淡守护']"
宝贝,风格标签,"['摇篮曲式', '口语化重复']"
宝贝,歌曲主题,['情感表达']
张悬,演唱,宝贝
模样,包含意象,[]
模样,核心情感,"['疏离', '渴求', '笃定']"
模样,风格标签,"['意象并置', '对话体', '白描']"
模样,歌曲主题,['人际关系']
张悬,演唱,模样
疯狂的阳光,包含意象,"['上帝', '阳光', '花', '雨', '刀']"
疯狂的阳光,核心情感,"['癫狂', '创痛']"
疯狂的阳光,风格标签,['迷幻絮语']
疯狂的阳光,歌曲主题,['哲思']
张悬,演唱,疯狂的阳光
讨人厌的字,包含意象,['五花八门宿命也缤纷的事']
讨人厌的字,核心情感,"['疏离', '偏执']"
讨人厌的字,风格标签,"['重复结构', '内心独白']"
讨人厌的字,歌曲主题,['自我表达']
张悬,演唱,讨人厌的字
就在,包含意象,['刺']
就在,核心情感,"['疏离批判', '冷峻质疑']"
就在,风格标签,"['叙事性铺陈', '抽象与具象的辩证']"
就在,歌曲主题,['社会观察']
张悬,演唱,就在
蓝天白云,包含意象,[]
蓝天白云,核心情感,"['迷惘追忆', '克制感伤']"
蓝天白云,风格标签,"['重复咏叹', '口语叙事', '氛围渲染']"
蓝天白云,歌曲主题,['内省感悟']
张悬,演唱,蓝天白云
亲爱的,包含意象,[]
亲爱的,核心情感,"['温柔劝慰', '豁达释然']"
亲爱的,风格标签,['人生箴言']
亲爱的,歌曲主题,['人生感悟']
张悬,演唱,亲爱的
毕竟,包含意象,"['两巴掌', '良性循环']"
毕竟,核心情感,"['疏离审视', '冷峻自省']"
毕竟,风格标签,"['排比递进', '冷峻口语']"
毕竟,歌曲主题,['人际关系']
张悬,演唱,毕竟
Stay-牡蛎之歌,包含意象,"['飞鱼', '鸟']"
Stay-牡蛎之歌,核心情感,"['沉静的激越', '隐忍的期许']"
Stay-牡蛎之歌,风格标签,"['象征主义', '诗意复沓']"
Stay-牡蛎之歌,歌曲主题,['心灵独白']
张悬,演唱,Stay-牡蛎之歌
Beautiful Woman,包含意象,[]
Beautiful Woman,核心情感,"['欣快愉悦', '自我颂扬', '轻盈自在']"
Beautiful Woman,风格标签,"['口语化独白', '结构复沓', '直接呼告']"
Beautiful Woman,歌曲主题,['自我肯定']
张悬,演唱,Beautiful Woman
喜欢,包含意象,['片段']
喜欢,核心情感,"['释然', '恬淡的眷恋']"
喜欢,风格标签,"['意象化表达', '内省独白', '反复咏叹']"
喜欢,歌曲主题,['情感寄托']
张悬,演唱,喜欢
嫁祸进行式,包含意象,[]
嫁祸进行式,核心情感,"['焦虑', '疏离', '反讽']"
嫁祸进行式,风格标签,"['对话体', '重复强调', '内心独白']"
嫁祸进行式,歌曲主题,['人际批判']
张悬,演唱,嫁祸进行式
Selling,包含意象,[]
Selling,核心情感,"['倦怠感', '反讽性']"
Selling,风格标签,"['口语化', '重复结构', '矛盾修辞']"
Selling,歌曲主题,['社会议题']
张悬,演唱,Selling
巷口,包含意象,"['单车', '酒', '城市']"
巷口,核心情感,"['省思', '静默']"
巷口,风格标签,"['重复铺陈', '口语独白']"
巷口,歌曲主题,['生活感悟']
张悬,演唱,巷口
城市,包含意象,"['蝉', '狗', '蛾', '街灯', '流行歌', 'TV show']"
城市,核心情感,"['疏离的温情', '自持的沉静']"
城市,风格标签,"['意象并置', '口语化哲思']"
城市,歌曲主题,['都市生活']
张悬,演唱,城市
儿歌,包含意象,"['气球', '小猫', '狗狗']"
儿歌,核心情感,['豁达坦然']
儿歌,风格标签,"['口语化', '反复']"
儿歌,歌曲主题,['生活']
张悬,演唱,儿歌
"Love,New Year",包含意象,"['时间的长廊', '角落里的故事', '山河', '理想国']"
"Love,New Year",核心情感,"['怅然若失', '静谧向往']"
"Love,New Year",风格标签,"['意象化写作', '念白式重复']"
"Love,New Year",歌曲主题,['时光感怀']
张悬,演唱,"Love,New Year"
My life will,包含意象,[]
My life will,核心情感,"['忧郁沉思', '坚韧豁达']"
My life will,风格标签,"['中英双语创作', '哲学思辨', '重复递进']"
My life will,歌曲主题,['生命哲思']
张悬,演唱,My life will
岛屿云烟,包含意象,['菌种']
岛屿云烟,核心情感,"['疏离凝视', '恒常感怀']"
岛屿云烟,风格标签,"['超现实隐喻', '哲思小品']"
岛屿云烟,歌曲主题,['存在沉思']
张悬,演唱,岛屿云烟
关于我爱你,包含意象,[]
关于我爱你,核心情感,"['清醒的悲凉', '承担的勇气']"
关于我爱你,风格标签,"['哲理思辨', '矛盾修辞']"
关于我爱你,歌曲主题,['存在与爱']
张悬,演唱,关于我爱你
欲望把眼前的地板铺满,包含意象,[]
欲望把眼前的地板铺满,核心情感,"['疏离审视', '克制表达']"
欲望把眼前的地板铺满,风格标签,"['抽象思辨', '重复结构']"
欲望把眼前的地板铺满,歌曲主题,['欲望反思']
张悬,演唱,欲望把眼前的地板铺满
两者,包含意象,"['云朵', '闪电天空', '口红', '苹果', '玩偶', '包裹']"
两者,核心情感,"['矛盾纠葛', '自省沉郁']"
两者,风格标签,"['对立结构', '超现实意象', '第三人称叙事']"
两者,歌曲主题,['爱情']
张悬,演唱,两者
危险的，是,包含意象,"['遗言', '烟', '暴力', '悲剧']"
危险的，是,核心情感,"['危机潜伏', '压抑尖锐', '疏离异化']"
危险的，是,风格标签,"['意象拼贴', '直白自白', '哲理思辨']"
危险的，是,歌曲主题,['社会观察']
张悬,演唱,危险的，是
ICY是淑女,包含意象,"['溪', '信', '戏']"
ICY是淑女,核心情感,"['温和反叛', '亲昵接纳']"
ICY是淑女,风格标签,"['假设性自喻', '口语化表达', '结构工整']"
ICY是淑女,歌曲主题,['亲情']
曹方,演唱,ICY是淑女
秋凉,包含意象,"['绿茶', '烟']"
秋凉,核心情感,"['怅惘', '慰藉']"
秋凉,风格标签,"['意象铺陈', '自语式']"
秋凉,歌曲主题,['内心独白']
曹方,演唱,秋凉
孤单的独白,包含意象,"['新百褶裙', '折了翅/天使', '洋娃娃的泪', '蝴蝶花儿']"
孤单的独白,核心情感,"['内省孤寂', '哀而不伤']"
孤单的独白,风格标签,"['意象叙事', '内心独白']"
孤单的独白,歌曲主题,['内心独白']
曹方,演唱,孤单的独白
遇见我,包含意象,"['领地', '慢车', '枫叶']"
遇见我,核心情感,['内省坚韧']
遇见我,风格标签,"['民谣叙事', '意象拼贴']"
遇见我,歌曲主题,['内心世界']
曹方,演唱,遇见我
在夏天,包含意象,['秋千']
在夏天,核心情感,"['恬淡眷恋', '欲言又止']"
在夏天,风格标签,"['场景白描', '民谣叙事']"
在夏天,歌曲主题,['夏日怀想']
曹方,演唱,在夏天
我内心的风景,包含意象,['银河']
我内心的风景,核心情感,"['孤寂', '眷念']"
我内心的风景,风格标签,"['内心独白', '象征主义']"
我内心的风景,歌曲主题,['思念']
陈惠婷,演唱,我内心的风景
时间的孤岛,包含意象,"['孤岛', '锚', '渠道', '海']"
时间的孤岛,核心情感,"['孤绝', '滞重', '哀怅', '无力']"
时间的孤岛,风格标签,"['比喻意象', '诗意叙事', '含蓄抒情']"
时间的孤岛,歌曲主题,['爱情']
陈惠婷,演唱,时间的孤岛
金色的河流,包含意象,['砂砾']
金色的河流,核心情感,"['坚定的陪伴', '温暖的信念']"
金色的河流,风格标签,"['比喻贯穿', '平实叙述', '咏叹复调']"
金色的河流,歌曲主题,['爱情']
陈惠婷,演唱,金色的河流
极光,包含意象,"['绝对零度', '北极风雪', '极光']"
极光,核心情感,"['孤寂炽热', '献祭美学']"
极光,风格标签,"['呼唤式语法', '意象并置', '场景构建']"
极光,歌曲主题,['爱情']
陈惠婷,演唱,极光
云端恋人,包含意象,"['荒烟', '废墟', '百年孤寂', 'lullaby']"
云端恋人,核心情感,"['孤寂疏离', '颓废荒芜']"
云端恋人,风格标签,"['现代诗化', '语言混搭']"
云端恋人,歌曲主题,['爱情']
陈惠婷,演唱,云端恋人
外婆桥,包含意象,"['书法', '黄泥', '庭院']"
外婆桥,核心情感,"['怀旧', '恬静', '孺慕']"
外婆桥,风格标签,"['童谣复沓', '白描叙事', '乡土意象']"
外婆桥,歌曲主题,['亲情']
安溥,演唱,外婆桥
不识相,包含意象,[]
不识相,核心情感,"['自我矛盾', '无奈']"
不识相,风格标签,"['内心独白', '自我对话']"
不识相,歌曲主题,['内心世界']
安溥,演唱,不识相
女仞之诗,包含意象,"['三十二街', '魔']"
女仞之诗,核心情感,"['沉郁挣扎', '迷茫自省']"
女仞之诗,风格标签,"['诗意意象', '沉静内省']"
女仞之诗,歌曲主题,['内心探索']
安溥,演唱,女仞之诗
说说罢了,包含意象,[]
说说罢了,核心情感,"['疏离自省', '无奈自嘲']"
说说罢了,风格标签,"['口语独白', '内心戏', '自剖式']"
说说罢了,歌曲主题,['自我剖析']
安溥,演唱,说说罢了
ZOEA,包含意象,"['山', '海', '碎片', '月光', '象', '蟹', '坟场', '锣鼓', '葬']"
ZOEA,核心情感,"['哲思审视', '超然洞见']"
ZOEA,风格标签,"['隐喻诗化', '哲学思辨']"
ZOEA,歌曲主题,['生命哲思']
安溥,演唱,ZOEA
没有寄的信,包含意象,"['11月21', '2:07', '球鞋', '收音机', '冰淇淋', '信']"
没有寄的信,核心情感,"['内省自嘲', '静默疏离']"
没有寄的信,风格标签,"['生活叙事', '细节白描']"
没有寄的信,歌曲主题,['爱情']
安溥,演唱,没有寄的信
芽,包含意象,['山']
芽,核心情感,"['虚无', '自毁', '惆怅']"
芽,风格标签,"['凝练抽象', '冷峻自省']"
芽,歌曲主题,['自我挣扎']
草东没有派对,演唱,芽
艾玛,包含意象,[]
艾玛,核心情感,"['反讽', '虚无']"
艾玛,风格标签,"['重复结构', '直白批判']"
艾玛,歌曲主题,['社会批判']
草东没有派对,演唱,艾玛
缸,包含意象,"['染缸', '烂帐', '最便宜的酒', '大海']"
缸,核心情感,"['幻灭自嘲', '困顿迷茫']"
缸,风格标签,"['口语化叙述', '隐喻象征', '社会讽喻']"
缸,歌曲主题,['社会批判']
草东没有派对,演唱,缸
大风吹,包含意象,[]
大风吹,核心情感,"['愤世嫉俗', '无力嘲讽']"
大吹风,风格标签,"['重复修辞', '口语批判']"
大风吹,歌曲主题,['社会批判']
草东没有派对,演唱,大风吹
情歌,包含意象,['故乡']
情歌,核心情感,"['决绝的幻灭', '存在的困顿']"
情歌,风格标签,['冷峻的重复']
情歌,歌曲主题,['存在困境']
草东没有派对,演唱,情歌
空,包含意象,['一格半']
空,核心情感,"['虚无主义', '存在性焦虑']"
空,风格标签,"['重复结构', '悖论修辞', '直接陈述']"
空,歌曲主题,['存在困惑']
草东没有派对,演唱,空
山海,包含意象,"['山里', '大海']"
山海,核心情感,"['幻灭感', '疏离感']"
山海,风格标签,"['颓废美学', '现实主义']"
山海,歌曲主题,['成长']
草东没有派对,演唱,山海
烂泥,包含意象,[]
烂泥,核心情感,"['幻灭感', '愤世嫉俗']"
烂泥,风格标签,"['颓废美学', '反讽抒情', '社会批判']"
烂泥,歌曲主题,['社会批判']
草东没有派对,演唱,烂泥
勇敢的人,包含意象,"['空瓶', '肝', '肺', '手枪']"
勇敢的人,核心情感,"['愤懑悲怆', '虚无失能']"
勇敢的人,风格标签,"['重复与反讽', '口语化指令']"
勇敢的人,歌曲主题,['社会批判']
草东没有派对,演唱,勇敢的人
老张,包含意象,"['泥巴', '柏油路']"
老张,核心情感,"['挫败', '自嘲']"
老张,风格标签,"['重复修辞', '口语表达']"
老张,歌曲主题,['自我反思']
草东没有派对,演唱,老张
丑,包含意象,[]
丑,核心情感,"['自我厌弃', '退缩回避']"
丑,风格标签,"['直白口语', '循环递进']"
丑,歌曲主题,['自我审视']
草东没有派对,演唱,丑
床,包含意象,"['路灯', '太阳', '心脏']"
床,核心情感,"['矛盾防御', '悲观沉溺']"
床,风格标签,"['重复结构', '心理独白']"
床,歌曲主题,['心理探索']
草东没有派对,演唱,床
等,包含意象,"['车', '抛锚']"
等,核心情感,"['虚无感', '倦怠']"
等,风格标签,"['极简主义', '重复叙事', '双语交错']"
等,歌曲主题,['等待']
草东没有派对,演唱,等
在,包含意象,"['花海', '路灯']"
在,核心情感,"['顽抗的颓丧', '倦怠的期许']"
在,风格标签,"['直白宣泄', '重复结构']"
在,歌曲主题,['爱情']
草东没有派对,演唱,在
鬼,包含意象,[]
鬼,核心情感,"['自毁倾向', '虚无感']"
鬼,风格标签,"['直白叙事', '黑暗美学', '复沓结构']"
鬼,歌曲主题,['内心冲突']
草东没有派对,演唱,鬼
外面的妞,包含意象,"['房顶', '星球', '北斗', '地球']"
外面的妞,核心情感,"['突围渴望', '炽烈向往']"
外面的妞,风格标签,"['直白呼唤', '天文隐喻']"
外面的妞,歌曲主题,['爱情']
崔健,演唱,外面的妞
爱情量子定律,包含意象,[]
爱情量子定律,核心情感,"['纠缠感', '超越守望']"
爱情量子定律,风格标签,"['科学隐喻', '结构回环', '哲理思辨']"
爱情量子定律,歌曲主题,['爱情']
崔健,演唱,爱情量子定律
光冻,包含意象,"['冰', '凝固的汗水']"
光冻,核心情感,"['困顿', '渴求']"
光冻,风格标签,"['复沓结构', '象征主义', '摇滚诗学']"
光冻,歌曲主题,['精神困境']
崔健,演唱,光冻
酷瓜树,包含意象,"['黄金般的泥土', '千年的树皮']"
酷瓜树,核心情感,"['冷峻的颓废', '压抑的躁动']"
酷瓜树,风格标签,"['寓言式写作', '排比递进']"
酷瓜树,歌曲主题,['个人心境']
崔健,演唱,酷瓜树
金色早晨,包含意象,[]
金色早晨,核心情感,['沉郁的张力']
金色早晨,风格标签,"['象征主义', '诗化表达']"
金色早晨,歌曲主题,['情感关系']
崔健,演唱,金色早晨
阳光下的梦,包含意象,"['坑', '狗', '肉']"
阳光下的梦,核心情感,"['矛盾疏离', '直白宣泄']"
阳光下的梦,风格标签,"['身体叙事', '复沓咏叹']"
阳光下的梦,歌曲主题,['个体存在']
崔健,演唱,阳光下的梦
时间的B面,包含意象,"['变形的镜子', '孔雀的屁股']"
时间的B面,核心情感,"['迷茫困惑', '反叛抗争', '荒诞疏离']"
时间的B面,风格标签,"['隐喻象征', '冷峻戏谑', '个人化叙述']"
时间的B面,歌曲主题,['自我审视']
崔健,演唱,时间的B面
鱼鸟之恋,包含意象,"['羽毛', '海水', '肺', '眼泪', '床']"
鱼鸟之恋,核心情感,"['难解难分', '身不由己']"
鱼鸟之恋,风格标签,"['寓言情歌', '对唱叙事', '超现实比喻']"
鱼鸟之恋,歌曲主题,['爱情']
崔健,演唱,鱼鸟之恋
留守者,包含意象,[]
留守者,核心情感,"['隐忍悲怆', '压抑挣扎']"
留守者,风格标签,"['成语化用', '复沓结构']"
留守者,歌曲主题,['离别']
崔健,演唱,留守者
继续,包含意象,"['黑面體', '泥嘴', '玉米', '銅牆鐵壁', '大棒子', '牆体']"
继续,核心情感,"['坚韧不屈', '压抑抗争']"
继续,风格标签,"['象征主义', '对立修辞']"
继续,歌曲主题,['个体抗争']
崔健,演唱,继续
死不回头,包含意象,"['南墙', '骨头', '肉', '臭']"
死不回头,核心情感,"['悲壮', '孤勇']"
死不回头,风格标签,"['拟人化对抗', '象征主义', '硬核表达']"
死不回头,歌曲主题,['个人抗争']
崔健,演唱,死不回头
浑水湖漫步,包含意象,['浑水']
浑水湖漫步,核心情感,"['悖论体认', '困顿自由']"
浑水湖漫步,风格标签,"['隐喻象征', '哲学寓言']"
浑水湖漫步,歌曲主题,['哲理思考']
崔健,演唱,浑水湖漫步
飞狗,包含意象,"['黑洞', '飞狗', '庞然大物', '海市蜃楼', '银河', '肚脐眼']"
飞狗,核心情感,"['反叛', '荒诞', '孤绝']"
飞狗,风格标签,"['象征主义', '批判性', '超现实主义']"
飞狗,歌曲主题,['社会批判']
崔健,演唱,飞狗
不用告诉我,包含意象,['平行线']
不用告诉我,核心情感,"['卑微无奈', '隐忍克制']"
不用告诉我,风格标签,"['隐喻表达', '重复强化']"
不用告诉我,歌曲主题,['爱情']
韦礼安,演唱,不用告诉我
面具,包含意象,['傀儡']
面具,核心情感,"['自我撕裂', '虚无妥协']"
面具,风格标签,"['隐喻化叙事', '自我剖析']"
面具,歌曲主题,['自我认同']
韦礼安,演唱,面具
猫咪共和国,包含意象,"['肉球', '蟑螂']"
猫咪共和国,核心情感,"['亲昵的傲慢', '顽皮的依赖']"
猫咪共和国,风格标签,"['拟人化叙事', '宣言体']"
猫咪共和国,歌曲主题,['宠物日常']
韦礼安,演唱,猫咪共和国
有没有,包含意象,[]
有没有,核心情感,"['疑惧', '怅然']"
有没有,风格标签,"['口语化独白', '结构复沓']"
有没有,歌曲主题,['爱情']
韦礼安,演唱,有没有
心醉心碎,包含意象,['手札']
心醉心碎,核心情感,"['幻灭', '疏离']"
心醉心碎,风格标签,"['内心独白', '情感对仗', '隐喻叙事']"
心醉心碎,歌曲主题,['爱情']
韦礼安,演唱,心醉心碎
明天再见,包含意象,"['星光', '季候风']"
明天再见,核心情感,"['怅然决绝', '矛盾期许']"
明天再见,风格标签,"['意象隐喻', '内心独白']"
明天再见,歌曲主题,['人生']
韦礼安,演唱,明天再见
没有人想念没离开的人,包含意象,"['枝枒', '藤蔓', '菩提']"
没有人想念没离开的人,核心情感,['矛盾怅惘']
没有人想念没离开的人,风格标签,"['对仗句式', '佛典化用']"
没有人想念没离开的人,歌曲主题,['人际关系']
韦礼安,演唱,没有人想念没离开的人
这样好吗,包含意象,['霓虹']
这样好吗,核心情感,"['彷徨不定', '强作豁达']"
这样好吗,风格标签,"['设问递进', '口语叙事']"
这样好吗,歌曲主题,['爱情']
韦礼安,演唱,这样好吗
曙光,包含意象,[]
曙光,核心情感,"['坚韧', '希冀']"
曙光,风格标签,"['叙事抒情', '意象隐喻']"
曙光,歌曲主题,['励志']
韦礼安,演唱,曙光
不都是漫长的道别,包含意象,"['胶原蛋白', '掌声']"
不都是漫长的道别,核心情感,"['沉静感伤', '坦然接纳']"
不都是漫长的道别,风格标签,"['意象对仗', '具象隐喻']"
不都是漫长的道别,歌曲主题,['人生感悟']
韦礼安,演唱,不都是漫长的道别
沉船,包含意象,"['帆', '罗盘', '栏杆', '夕阳', '海洋', '船桨']"
沉船,核心情感,"['悲观宿命', '孤注一掷', '苍凉']"
沉船,风格标签,"['具象诗学', '沉郁回旋', '隐喻笔法']"
沉船,歌曲主题,['人生困境']
韦礼安,演唱,沉船
如果可以,包含意象,"['红色围巾', '红线']"
如果可以,核心情感,"['宿命的渴求', '无悔的决绝']"
如果可以,风格标签,"['时空叙事', '东方意象', '抒情独白']"
如果可以,歌曲主题,['爱情']
韦礼安,演唱,如果可以
狼,包含意象,"['月光', '雪地', '湖水', '标本', '灯']"
狼,核心情感,"['惊惧挣扎', '异化堕落', '微茫希望']"
狼,风格标签,"['哥特式意象', '暴力美学', '隐喻写作']"
狼,歌曲主题,['人性探讨']
韦礼安,演唱,狼
听我的,包含意象,"['scripture', 'gold', 'tongue']"
听我的,核心情感,['倨傲劝诫']
听我的,风格标签,"['中英文杂糅', '直白说教']"
听我的,歌曲主题,['认知引导']
韦礼安,演唱,听我的
因为爱,包含意象,"['对白', '日晒']"
因为爱,核心情感,"['珍视', '坚毅']"
因为爱,风格标签,['直白叙事']
因为爱,歌曲主题,['爱情']
韦礼安,演唱,因为爱
一口一口,包含意象,"['大汤匙', '舌头', '肠胃', '手机']"
一口一口,核心情感,"['焦虑疏离', '徒劳填充']"
一口一口,风格标签,"['生理隐喻', '生活白描']"
一口一口,歌曲主题,['生活独白']
韦礼安,演唱,一口一口
相信谁,包含意象,"['堡垒', '教条', '口号', '羔羊', '牧羊人', '忏悔', '泪']"
相信谁,核心情感,"['幻灭', '质疑']"
相信谁,风格标签,"['隐喻性', '批判性']"
相信谁,歌曲主题,['社会议题']
韦礼安,演唱,相信谁
两脚书橱的逃亡,包含意象,"['水泥墙', '宝藏']"
两脚书橱的逃亡,核心情感,"['决绝', '自我肯定']"
两脚书橱的逃亡,风格标签,"['对比意象', '象征手法', '反复强化']"
两脚书橱的逃亡,歌曲主题,['自我追寻']
韦礼安,演唱,两脚书橱的逃亡
还是会,包含意象,"['脸', '肩', '日出之前']"
还是会,核心情感,"['依恋不舍', '惶惑不安']"
还是会,风格标签,"['口语叙事', '内心独白']"
还是会,歌曲主题,['爱情']
韦礼安,演唱,还是会
七月,包含意象,"['便利商店', '冷气房', '手摇', '黄昏的布幕']"
七月,核心情感,['恬淡怅惘']
七月,风格标签,"['生活流白描', '口语化叙事']"
七月,歌曲主题,['爱情']
韦礼安,演唱,七月
巷口那间,包含意象,"['摊位', '清汤挂面', '猫', '粉尘']"
巷口那间,核心情感,['隐忍的钝感']
巷口那间,风格标签,"['内心独白', '通感修辞', '意象碎片']"
