head,relation,tail
巷口那间,歌曲主题,['成长反思']
韦礼安,演唱,巷口那间
金银岛,包含意象,"['船板', '骷髅', '匕首', '尸体', '黑色头发 褐色皮肤 红色的心脏', '银色发箍', '金色厨具', '利刃']"
金银岛,核心情感,['顿悟虚无']
金银岛,风格标签,"['叙事性作词', '色彩意象', '第一人称叙事']"
金银岛,歌曲主题,['人生警醒']
韦礼安,演唱,金银岛
没有你的世界,包含意象,"['空沙发', '老时钟', '灰色的墙', '旧皮箱', '布满灰尘的窗']"
没有你的世界,核心情感,"['孤寂', '怅惘']"
没有你的世界,风格标签,"['白描', '复沓', '意象抒情']"
没有你的世界,歌曲主题,['爱情']
韦礼安,演唱,没有你的世界
世界上最重要的人,包含意象,[]
世界上最重要的人,核心情感,"['真挚感激', '内向倾诉']"
世界上最重要的人,风格标签,"['第一人称倾诉', '口语化叙事']"
世界上最重要的人,歌曲主题,['情感致谢']
韦礼安,演唱,世界上最重要的人
而立,包含意象,['野兽']
而立,核心情感,"['焦虑', '自省', '困顿']"
而立,风格标签,"['内心独白', '比喻']"
而立,歌曲主题,['人生感悟']
韦礼安,演唱,而立
慢慢等,包含意象,"['上线的铃声', '红灯', '绿灯']"
慢慢等,核心情感,"['守护', '笃定']"
慢慢等,风格标签,"['排比重复', '口语化叙述']"
慢慢等,歌曲主题,['爱情']
韦礼安,演唱,慢慢等
生存之道,包含意象,['泥淖']
生存之道,核心情感,"['困惑挣扎', '坚韧自省']"
生存之道,风格标签,"['排比递进', '内省哲思']"
生存之道,歌曲主题,['人生感悟']
韦礼安,演唱,生存之道
房客,包含意象,"['新背包', '青菜', '水果', '回程车票']"
房客,核心情感,"['疏离的怀念', '温柔的不舍']"
房客,风格标签,"['生活细节白描', '中英夹杂', '内心独白式']"
房客,歌曲主题,['归属变迁']
韦礼安,演唱,房客
是日救星,包含意象,"['负能量疫苗', '解语花', '冷感']"
是日救星,核心情感,"['疏离冷感', '自嘲反讽']"
是日救星,风格标签,"['社会讽喻', '对话体歌词']"
是日救星,歌曲主题,['社会观察']
徐佳莹,演唱,是日救星
明知故犯,包含意象,['手拉胚']
明知故犯,核心情感,"['自毁倾向', '矛盾纠葛']"
明知故犯,风格标签,"['隐喻象征', '复沓结构']"
明知故犯,歌曲主题,['爱情']
徐佳莹,演唱,明知故犯
心里学,包含意象,"['防卫机制', '抓握反射', '人格', '心理战', '迫害', '默哀', '不自爱']"
心里学,核心情感,"['理性自持', '疏离感']"
心里学,风格标签,"['心理学隐喻', '内省式独白', '冷静剖析']"
心里学,歌曲主题,['内心']
徐佳莹,演唱,心里学
拉拉队,包含意象,"['光束', '墨镜', '可乐气泡', '奶油蜡烛', '拉拉队']"
拉拉队,核心情感,"['鼓舞欢腾', '温馨期许', '俏皮']"
拉拉队,风格标签,"['呼告式', '拟人化', '口语化号召']"
拉拉队,歌曲主题,['励志']
徐佳莹,演唱,拉拉队
现在不跳舞要干嘛,包含意象,"['肾上腺素', '饱嗝', '筋骨']"
现在不跳舞要干嘛,核心情感,"['释然', '不羁']"
现在不跳舞要干嘛,风格标签,"['生活口语', '戏谑解构']"
现在不跳舞要干嘛,歌曲主题,['释放自我']
徐佳莹,演唱,现在不跳舞要干嘛
高空弹跳,包含意象,['史前怪兽']
高空弹跳,核心情感,"['自我挣扎', '矛盾内省']"
高空弹跳,风格标签,"['隐喻象征', '具象比喻']"
高空弹跳,歌曲主题,['情感关系']
徐佳莹,演唱,高空弹跳
潜规则,包含意象,"['湿纸巾', '化学变化']"
潜规则,核心情感,"['无力感', '执拗']"
潜规则,风格标签,"['科学隐喻', '叙事口语']"
潜规则,歌曲主题,['爱情']
徐佳莹,演唱,潜规则
一样的月光,包含意象,"['月光', '脸庞', '步伐', '方向', '形状', '窗']"
一样的月光,核心情感,"['孤寂迷惘', '失落怅然']"
一样的月光,风格标签,"['第一人称抒情', '意象复用', '凝练深刻']"
一样的月光,歌曲主题,['爱情']
徐佳莹,演唱,一样的月光
行走的鱼,包含意象,"['鱼', '陆地', '玩具', '外壳']"
行走的鱼,核心情感,"['挣扎', '自愈', '接纳']"
行走的鱼,风格标签,"['情感直白', '排比句式', '对比修辞']"
行走的鱼,歌曲主题,['成长']
徐佳莹,演唱,行走的鱼
到此为止,包含意象,"['污点证人', '番外']"
到此为止,核心情感,['决绝自省']
到此为止,风格标签,['冷峻自白']
到此为止,歌曲主题,['爱情']
徐佳莹,演唱,到此为止
人啊,包含意象,[]
人啊,核心情感,"['矛盾挣扎', '怅然若失', '无可奈何']"
人啊,风格标签,"['排比铺陈', '哲思内省', '直白自述']"
人啊,歌曲主题,['人性反思']
徐佳莹,演唱,人啊
言不由衷,包含意象,['祷文']
言不由衷,核心情感,"['哀伤', '释然']"
言不由衷,风格标签,['祈愿式']
言不由衷,歌曲主题,['爱情']
徐佳莹,演唱,言不由衷
寻人启事,包含意象,['照片']
寻人启事,核心情感,['温柔追寻']
寻人启事,风格标签,['诗意白描']
寻人启事,歌曲主题,['寻人']
徐佳莹,演唱,寻人启事
时间大师,包含意象,"['瞌睡虫', '便条纸', '跑马灯']"
时间大师,核心情感,['时间焦虑']
时间大师,风格标签,"['拟人化时间', '口语化诘问']"
时间大师,歌曲主题,['人生感悟']
徐佳莹,演唱,时间大师
VIP,包含意象,"['咖啡色的金旺', 'VIP座位']"
VIP,核心情感,"['甜蜜的炫耀', '俏皮的占有', '窃喜']"
VIP,风格标签,"['口语化叙事', '戏剧化独白']"
VIP,歌曲主题,['爱情']
徐佳莹,演唱,VIP
离开动物园的狮子,包含意象,"['青苔', '空城']"
离开动物园的狮子,核心情感,"['孤寂解脱', '自我复归', '释然']"
离开动物园的狮子,风格标签,"['拟人寓言', '具象隐喻', '哲思叙事']"
离开动物园的狮子,歌曲主题,['自我追寻']
徐佳莹,演唱,离开动物园的狮子
乐园,包含意象,"['夏日树下', '冬日的冰雪']"
乐园,核心情感,"['坚韧追寻', '自我和解']"
乐园,风格标签,"['诗意隐喻', '哲思自白']"
乐园,歌曲主题,['成长']
徐佳莹,演唱,乐园
瓶颈,包含意象,"['淤泥', '撞墙期', '易碎物品']"
瓶颈,核心情感,"['矛盾依存', '困顿挣扎']"
瓶颈,风格标签,"['隐喻写作', '内心独白', '细腻抒情']"
瓶颈,歌曲主题,['爱情']
徐佳莹,演唱,瓶颈
绿洲,包含意象,"['绿洲', '海市蜃楼']"
绿洲,核心情感,"['幻灭感', '自省压抑']"
绿洲,风格标签,"['意象悖论', '结构复沓', '内心独白']"
绿洲,歌曲主题,['爱情']
徐佳莹,演唱,绿洲
Love,包含意象,"['和弦', '芭乐歌']"
Love,核心情感,"['欢愉沉醉', '情难自禁']"
Love,风格标签,"['口语化', '自反性']"
Love,歌曲主题,['爱情']
徐佳莹,演唱,Love
白旗,包含意象,"['豆腐渣', '白旗', '风口']"
白旗,核心情感,"['倔强', '决绝']"
白旗,风格标签,['私语化写作']
白旗,歌曲主题,['励志']
徐佳莹,演唱,白旗
病人,包含意象,"['护士', '医生', '天使']"
病人,核心情感,"['反讽自省', '无奈疏离']"
病人,风格标签,"['隐喻叙事', '心理剖析']"
病人,歌曲主题,['人际关系']
徐佳莹,演唱,病人
不难,包含意象,[]
不难,核心情感,['释然感伤']
不难,风格标签,['直白叙事']
不难,歌曲主题,['爱情']
徐佳莹,演唱,不难
残爱,包含意象,['对白']
残爱,核心情感,['清醒痛楚']
残爱,风格标签,['痛感抒情']
残爱,歌曲主题,['爱情']
徐佳莹,演唱,残爱
辣椒,包含意象,"['茧', '飞蛾', '火']"
辣椒,核心情感,"['自毁倾向', '偏执倔强', '痛苦决绝']"
辣椒,风格标签,"['尖锐奇喻', '对抗性叙事']"
辣椒,歌曲主题,['爱情']
徐佳莹,演唱,辣椒
只要一分钟,包含意象,[]
只要一分钟,核心情感,"['缅怀温柔', '悲欣交集']"
只要一分钟,风格标签,"['日常白描', '瞬间顿悟']"
只要一分钟,歌曲主题,['爱情']
徐佳莹,演唱,只要一分钟
糖果粉碎者,包含意象,['糖果']
糖果粉碎者,核心情感,"['委屈控诉', '清醒疏离']"
糖果粉碎者,风格标签,"['口语对话体', '宣言式重复', '比喻象征']"
糖果粉碎者,歌曲主题,['人际关系']
徐佳莹,演唱,糖果粉碎者
我想到你就再也不怕,包含意象,[]
我想到你就再也不怕,核心情感,"['怅然若失', '怨艾交织']"
我想到你就再也不怕,风格标签,['内心剖白']
我想到你就再也不怕,歌曲主题,['爱情']
徐佳莹,演唱,我想到你就再也不怕
喔伊细,包含意象,"['爱河', '礼盒', '饱嗝']"
喔伊细,核心情感,"['轻盈欢欣', '恬然满足']"
喔伊细,风格标签,"['口语叙事', '叠句复沓']"
喔伊细,歌曲主题,['爱情']
徐佳莹,演唱,喔伊细
记得带走,包含意象,"['信任的刀', '海洋', '死囚', '太阳']"
记得带走,核心情感,"['辩白', '悲悯', '沉郁']"
记得带走,风格标签,"['隐喻写作', '拟人手法', '对话体']"
记得带走,歌曲主题,['爱情']
徐佳莹,演唱,记得带走
去我家,包含意象,"['水仙花', '袜子']"
去我家,核心情感,"['疲惫迷茫', '释然向前']"
去我家,风格标签,"['口语叙事', '文艺比喻']"
去我家,歌曲主题,['友情']
徐佳莹,演唱,去我家
大头仔,包含意象,"['骆驼客', '迷你me']"
大头仔,核心情感,['坚韧温情']
大头仔,风格标签,['口语化叙事']
大头仔,歌曲主题,['亲情']
徐佳莹,演唱,大头仔
切歌,包含意象,"['麦克风', '主打歌']"
切歌,核心情感,"['超然', '洒脱']"
切歌,风格标签,['生活化隐喻']
切歌,歌曲主题,['人际关系']
徐佳莹,演唱,切歌
出口,包含意象,"['火车', '磅空', '星光', '天光']"
出口,核心情感,"['坚韧', '希望', '笃定']"
出口,风格标签,"['方言融合', '对比修辞', '直抒胸臆']"
出口,歌曲主题,['成长励志']
徐佳莹,演唱,出口
极限,包含意象,[]
极限,核心情感,"['自我抗争', '崩溃边缘']"
极限,风格标签,"['内心独白', '结构对仗', '冷峻自省']"
极限,歌曲主题,['心理极限']
徐佳莹,演唱,极限
准明星,包含意象,"['镜头', '光环', '折扣']"
准明星,核心情感,"['张扬自信', '自我肯定']"
准明星,风格标签,"['直白宣言', '第一人称叙述']"
准明星,歌曲主题,['自我宣扬']
徐佳莹,演唱,准明星
树洞的声音,包含意象,"['风声', '浪声', '蝴蝶', '花', '刺', '星星']"
树洞的声音,核心情感,"['慰藉', '接纳']"
树洞的声音,风格标签,"['诗意隐喻', '内心独白']"
树洞的声音,歌曲主题,['情感联结']
徐佳莹,演唱,树洞的声音
没有第三者的分手,包含意象,"['第三者', '坏人', '受害者']"
没有第三者的分手,核心情感,"['清醒的痛楚', '无奈的内省']"
没有第三者的分手,风格标签,"['情感解构', '独白叙事']"
没有第三者的分手,歌曲主题,['爱情']
徐佳莹,演唱,没有第三者的分手
你敢不敢,包含意象,"['电话', '晚安', '眼泪']"
你敢不敢,核心情感,"['卑微', '矛盾', '隐忍']"
你敢不敢,风格标签,"['复沓咏叹', '内心独白', '直白抒情']"
你敢不敢,歌曲主题,['爱情']
徐佳莹,演唱,你敢不敢
我没时间讨厌你,包含意象,[]
我没时间讨厌你,核心情感,['倦怠疏离']
我没时间讨厌你,风格标签,"['直白叙事', '内心独白']"
我没时间讨厌你,歌曲主题,['爱情']
徐佳莹,演唱,我没时间讨厌你
哼情歌,包含意象,[]
哼情歌,核心情感,"['怅然若失', '无奈眷恋']"
哼情歌,风格标签,"['结构复沓', '内心独白']"
哼情歌,歌曲主题,['爱情']
徐佳莹,演唱,哼情歌
以上皆非,包含意象,"['场灯', '烟幕', '回忆录']"
以上皆非,核心情感,"['内在冲突', '自我解构']"
以上皆非,风格标签,"['矛盾修辞', '舞台元叙事']"
以上皆非,歌曲主题,['艺人自白']
徐佳莹,演唱,以上皆非
明天的事情,包含意象,"['舞台剧', '情人节餐厅']"
明天的事情,核心情感,"['忐忑', '眷恋']"
明天的事情,风格标签,['对立铺陈']
明天的事情,歌曲主题,['爱情']
徐佳莹,演唱,明天的事情
理想人生,包含意象,[]
理想人生,核心情感,['释然与接纳']
理想人生,风格标签,"['生活化隐喻', '细腻白描', '结构复沓']"
理想人生,歌曲主题,['成长']
徐佳莹,演唱,理想人生
圆舞曲,包含意象,"['灯红酒绿', '月的缺盈', '潮汐', '圆舞曲']"
圆舞曲,核心情感,"['自省', '坚定']"
圆舞曲,风格标签,"['叙事性', '意象对比']"
圆舞曲,歌曲主题,['自我成长']
徐佳莹,演唱,圆舞曲
不安小姐,包含意象,"['早餐', '茶', '碗']"
不安小姐,核心情感,"['慰藉', '不甘', '反复', '不安']"
不安小姐,风格标签,"['自白体', '犀利口语', '内心独白']"
不安小姐,歌曲主题,['爱情']
徐佳莹,演唱,不安小姐
不怕庆祝,包含意象,[]
不怕庆祝,核心情感,"['孤勇', '炽热']"
不怕庆祝,风格标签,"['矛盾修辞', '内心独白']"
不怕庆祝,歌曲主题,['爱情']
徐佳莹,演唱,不怕庆祝
饥饿女士,包含意象,"['入场券', '资讯']"
饥饿女士,核心情感,"['焦灼', '贪婪']"
饥饿女士,风格标签,"['排比递进', '叙事性']"
饥饿女士,歌曲主题,['欲望']
裘徳,演唱,饥饿女士
弟弟,包含意象,"['彩色气球', '炒年糕']"
弟弟,核心情感,"['自嘲', '疏离']"
弟弟,风格标签,"['叙事性', '自嘲口吻', '跳跃思维']"
弟弟,歌曲主题,['青春']
裘徳,演唱,弟弟
斯德哥尔摩难题,包含意象,"['卡路里', '汗水', '油水分离']"
斯德哥尔摩难题,核心情感,"['矛盾共生', '病态依赖', '焦虑与安心交织']"
斯德哥尔摩难题,风格标签,"['概念隐喻(科学健身)', '心理学意象', '对仗工整']"
斯德哥尔摩难题,歌曲主题,['爱情']
裘徳,演唱,斯德哥尔摩难题
昨晚我梦见我学会了游泳,包含意象,"['消毒试剂', '酒瓶', '池鱼', '涡旋', '桨']"
昨晚我梦见我学会了游泳,核心情感,"['冷寂疏离', '挣扎释然']"
昨晚我梦见我学会了游泳,风格标签,"['工业与自然意象的混合', '超现实画面拼贴', '冷静的叙事口吻', '存在主义的思辨']"
昨晚我梦见我学会了游泳,歌曲主题,['自我追寻']
裘徳,演唱,昨晚我梦见我学会了游泳
色盲,包含意象,"['蓝色的汗水', '茶绯红', '柳橙色', '铜绿', '菖蒲色的鸟', '黄的月亮', '漆黑的隧道', '石像', '万花筒', '琥珀色']"
色盲,核心情感,"['矛盾的诗意', '疏离的执着']"
色盲,风格标签,"['通感写作', '色彩梦境']"
色盲,歌曲主题,['情感关系']
裘徳,演唱,色盲
浮动的岛,包含意象,"['星辰轨道', '白色砂糖', '巨鲸', '海岸线', '海妖的拉链', '浮动的岛', '浪花']"
浮动的岛,核心情感,"['宿命浪漫', '淡然交织']"
浮动的岛,风格标签,"['现代诗化作词', '超现实意象']"
浮动的岛,歌曲主题,['爱情']
裘徳,演唱,浮动的岛
街头艺术家,包含意象,"['涂鸦', '调色盘', '蒙娜丽莎', '烟圈', '素描']"
街头艺术家,核心情感,"['疏离坚持', '荒诞自持']"
街头艺术家,风格标签,"['叙事意象', '具象隐喻']"
街头艺术家,歌曲主题,['艺术创作']
裘徳,演唱,街头艺术家
体无完肤,包含意象,"['皮癣', '脓疮', '斑点']"
体无完肤,核心情感,"['病态自弃', '自我惩戒']"
体无完肤,风格标签,['病理隐喻']
体无完肤,歌曲主题,['自我挣扎']
裘徳,演唱,体无完肤
科学家,包含意象,"['test tube', 'residue', 'ember', 'ash', 'X-ray']"
科学家,核心情感,"['理性疏离', '实验性困惑']"
科学家,风格标签,['科学隐喻']
科学家,歌曲主题,['爱情']
裘徳,演唱,科学家
浓缩蓝鲸,包含意象,"['蓝鲸', '磷虾', '岛屿']"
浓缩蓝鲸,核心情感,"['沉溺宿命', '温柔悲悯']"
浓缩蓝鲸,风格标签,"['诗意隐喻', '戏剧场景']"
浓缩蓝鲸,歌曲主题,['生命关怀']
裘徳,演唱,浓缩蓝鲸
B级鲨鱼,包含意象,"['乌贼', '安徒生', '素食火锅']"
B级鲨鱼,核心情感,"['荒诞自嘲', '戏谑坚韧']"
B级鲨鱼,风格标签,['戏谑超现实主义']
B级鲨鱼,歌曲主题,['生存叙事']
裘徳,演唱,B级鲨鱼
仿生海龟,包含意象,"['海藻', '锈', '符文', '甲面', '一抹红', '图腾', '白兔', '洋流', '机械', '唇语', '断电']"
仿生海龟,核心情感,"['仿生浪漫', '程序焦虑']"
仿生海龟,风格标签,"['科幻叙事', '拟人寓言']"
仿生海龟,歌曲主题,['存在命题']
裘徳,演唱,仿生海龟
麻烦删掉狮子座,包含意象,"['潘朵拉魔盒', '赫拉的咒缚', 'Heracles']"
麻烦删掉狮子座,核心情感,"['戏谑自反', '叛逆自省']"
麻烦删掉狮子座,风格标签,"['神话隐喻', '意识流叙事']"
麻烦删掉狮子座,歌曲主题,['自我表达']
裘徳,演唱,麻烦删掉狮子座
颁奖的时候我要缺席,包含意象,"['珠片', '菲林', '雨中曲', '荆棘的桂冠']"
颁奖的时候我要缺席,核心情感,"['疏离反讽', '内省超脱']"
颁奖的时候我要缺席,风格标签,"['华丽隐喻', '叙事寓言']"
颁奖的时候我要缺席,歌曲主题,['社会讽喻']
裘徳,演唱,颁奖的时候我要缺席
练声曲,包含意象,"['奇点', '恒星', '虚空']"
练声曲,核心情感,"['创世热忱', '执着咏叹']"
练声曲,风格标签,"['科幻诗性', '双语互文']"
练声曲,歌曲主题,['艺术创作']
裘徳,演唱,练声曲
老古董,包含意象,"['牛皮鞋', '二八锰钢的车子', '昆汀电影', '燃尽的烟', '佝偻的线']"
老古董,核心情感,"['隐忍的沧桑', '克制的深情', '迟暮的释怀']"
老古董,风格标签,"['物件叙事', '场景白描', '冷静叙事']"
老古董,歌曲主题,"['亲情', '时代']"
裘徳,演唱,老古董
水母银河,包含意象,"['肌肉水母', '海带', '无重力地带', '第三类宇宙', '缸中世界']"
水母银河,核心情感,"['疏离的荒诞', '自嘲的孤独']"
水母银河,风格标签,"['科幻寓言', '超现实叙事']"
水母银河,歌曲主题,['生命沉思']
裘徳,演唱,水母银河
气温差,包含意象,"['mead', 'duvets', 'chocolate mousse', 'snow globe']"
气温差,核心情感,"['缱绻', '甜腻', '朦胧']"
气温差,风格标签,"['中英文混作', '私密叙事', '通感意象']"
气温差,歌曲主题,['爱情']
裘徳,演唱,气温差
今天吃点什么好,包含意象,"['成人时的生日蛋糕', '黄油面包', '下水道']"
今天吃点什么好,核心情感,['荒诞自嘲']
今天吃点什么好,风格标签,"['烹饪隐喻', '夸张戏谑']"
今天吃点什么好,歌曲主题,['内心独白']
裘徳,演唱,今天吃点什么好
火之涂写,包含意象,"['squid', 'leviathan', 'salmon fish', 'Pompeii']"
火之涂写,核心情感,"['病态沉溺', '强权压抑']"
火之涂写,风格标签,"['隐喻写作', '戏剧化叙事', '戏剧寓言']"
火之涂写,歌曲主题,['权力寓言']
裘徳,演唱,火之涂写
胚胎,包含意象,"['母体', '水纹', '表情', '墨绿', '殷红', '外衣', '词语', '河流', '游离', '表皮', '名字', '谜']"
胚胎,核心情感,"['沉溺探索', '混沌依恋']"
胚胎,风格标签,"['隐喻贯穿', '意象联觉', '抽象具象']"
胚胎,歌曲主题,['生命意识']
裘徳,演唱,胚胎
噢买尬,包含意象,"['巴黎铁塔', '东京铁塔', '蛋塔金字塔']"
噢买尬,核心情感,"['狂喜', '温情']"
噢买尬,风格标签,"['口语叙事', '俏皮比喻']"
噢买尬,歌曲主题,['友情']
五月天,演唱,噢买尬
如果我们不曾相遇,包含意象,"['晒伤的脱皮', '意外的雪景', '荒漠唯一菩提', '蝶翼']"
如果我们不曾相遇,核心情感,['宿命慰藉']
如果我们不曾相遇,风格标签,"['假设叙事', '诗意比喻']"
如果我们不曾相遇,歌曲主题,['相遇']
五月天,演唱,如果我们不曾相遇
温柔,包含意象,"['阳光', '黎明', '巷子口']"
温柔,核心情感,"['克制成全', '深藏眷恋']"
温柔,风格标签,"['排比递进', '重复强调', '内心独白']"
温柔,歌曲主题,['爱情']
五月天,演唱,温柔
如烟,包含意象,"['蝉', '书签', '玫瑰', '纸屑', '花瓣']"
如烟,核心情感,"['生命回溯', '虚幻挽歌']"
如烟,风格标签,"['叙事性意象', '诗意哲思']"
如烟,歌曲主题,['人生回望']
五月天,演唱,如烟
转眼,包含意象,"['唱片行', '博物馆', '沙堡', '药罐', '空房', '婴儿床']"
转眼,核心情感,"['存在焦虑', '生命哲思']"
转眼,风格标签,"['叙事诗体', '比喻密集']"
转眼,歌曲主题,['生命感怀']
五月天,演唱,转眼
干杯,包含意象,"['汽水', '操场', '考卷', '同学会']"
干杯,核心情感,"['怀旧', '感怀', '感念']"
干杯,风格标签,"['排比铺陈', '场景叙事']"
干杯,歌曲主题,"['友情', '怀旧']"
五月天,演唱,干杯
约翰蓝侬,包含意象,"['子弹', '躯壳', '红心', '吉他', '摄影棚', '厕所']"
约翰蓝侬,核心情感,"['悲壮憧憬', '理想主义哀愁']"
约翰蓝侬,风格标签,"['象征主义', '自传性叙事', '超现实意象']"
约翰蓝侬,歌曲主题,['理想追寻']
五月天,演唱,约翰蓝侬
后青春期的诗,包含意象,[]
后青春期的诗,核心情感,"['释然', '憧憬']"
后青春期的诗,风格标签,"['诗化语言', '比喻修辞', '象征手法']"
后青春期的诗,歌曲主题,['成长']
五月天,演唱,后青春期的诗
后来的我们,包含意象,[]
后来的我们,核心情感,"['怅然释怀', '衷心祝福']"
后来的我们,风格标签,"['对话式笔触', '重复递进', '今昔对比']"
后来的我们,歌曲主题,['爱情']
五月天,演唱,后来的我们
你不是真正的快乐,包含意象,"['保护色', '躯壳', '银河', '刀割']"
你不是真正的快乐,核心情感,"['情感压抑', '存在疏离']"
你不是真正的快乐,风格标签,"['比喻修辞', '内心独白']"
你不是真正的快乐,歌曲主题,['情感压抑']
五月天,演唱,你不是真正的快乐
成名在望,包含意象,"['盆地边缘', '排练室', '曼陀罗花', '放学的屋顶']"
成名在望,核心情感,"['挣扎', '诘问', '苍茫', '信仰']"
成名在望,风格标签,"['叙事性', '意象堆叠', '自传体']"
成名在望,歌曲主题,['成长追梦']
五月天,演唱,成名在望
夜访吸血鬼,包含意象,"['蝙蝠', '披肩', '玫瑰', '镜中的脸', '相片', '圣水', '酒杯', '唇', '拳']"
夜访吸血鬼,核心情感,"['存在焦虑', '永恒孤寂']"
夜访吸血鬼,风格标签,"['第一人称叙事', '隐喻象征']"
夜访吸血鬼,歌曲主题,['存在困境']
五月天,演唱,夜访吸血鬼
诺亚方舟,包含意象,"['草莓甜甜圈', '鹦鹉', '孔雀', '花豹', '自由女神', '杜拜塔', '海豚', '西藏的屋簷', '彗星', '陨石']"
诺亚方舟,核心情感,"['悲壮', '决绝', '释然', '希冀']"
诺亚方舟,风格标签,"['意象叙事', '超现实寓言', '末日诗篇']"
诺亚方舟,歌曲主题,['人类寓言']
五月天,演唱,诺亚方舟
入阵曲,包含意象,"['兰陵', '孤冢', '丹青', '魑魅魍魉']"
入阵曲,核心情感,"['悲愤', '决绝']"
入阵曲,风格标签,"['古风辞藻', '社会批判']"
入阵曲,歌曲主题,['历史']
五月天,演唱,入阵曲
第二人生,包含意象,[]
第二人生,核心情感,"['生存倦怠', '积极决断']"
第二人生,风格标签,['哲理叙事']
第二人生,歌曲主题,['人生']
五月天,演唱,第二人生
笑忘歌,包含意象,"['屋顶', '夕阳', '火车']"
笑忘歌,核心情感,"['释然', '欣悦', '知足']"
笑忘歌,风格标签,"['复沓咏叹', '口语倾诉', '比喻象征']"
笑忘歌,歌曲主题,['青春怀旧']
五月天,演唱,笑忘歌
